1.0124467621343909, 7.253812907759785e-33
1.0243283020430196, 5.777237525181297e-33
1.0394028618102236, 4.548032557864177e-33
1.0538435912201471, 3.59227781048839e-33
1.066146041947639, 2.879158054282036e-33
1.0818360138031982, 2.280164944749079e-33
1.0977568876244752, 1.8021926620042374e-33
1.1139120614875322, 1.4286797126490687e-33
1.1303049834763244, 1.1325790878901195e-33
1.1469391524186434, 8.951658194883974e-34
1.1638181186328902, 7.089314594241612e-34
1.176640156686321, 5.97234623359442e-34
1.199313278524933, 4.605223711766161e-34
1.2261277471177487, 3.680255158578147e-34
1.2759636112703794, 2.7722352065393375e-34
1.312454419163173, 2.148867218934169e-34
1.3513397030932228, 1.6182379539092656e-34
1.3840945229590798, 1.2739304674027594e-34
1.4189334623346173, 9.929332144019086e-35
1.4610043278059368, 7.636991652993904e-35
1.504322579267148, 5.883640083227447e-35
1.5489252012630284, 4.5253104189785683e-35
1.5948502749167672, 3.480572247526447e-35
1.646911272783091, 2.673950893839287e-35
1.7109682179744126, 2.1198949177907246e-35
1.781698295682222, 1.6656786705111977e-35
1.847974628001196, 1.3310308062422391e-35
1.916716334079745, 1.061498010106852e-35
1.9880151218860347, 8.457020022543908e-36
2.0688238232857263, 6.773879490725434e-36
2.1472061647512373, 5.405601505895887e-36
2.2419171328121377, 4.290316187340001e-36
2.326857528540165, 3.4361336890370194e-36
2.4294927261684123, 2.75450999759166e-36
2.52153987213953, 2.2001103378717977e-36
2.6327622997829243, 1.7477659843744454e-36
2.741598618361825, 1.4062565900153277e-36
2.866039083364063, 1.1328847368502743e-36
3.0147038507183077, 9.031993201275038e-37
3.1728623494327044, 7.161089571966864e-37
3.3393182172932065, 5.641461955767603e-37
3.5145067539220665, 4.508048153768918e-37
3.8085567346609426, 3.738218426204966e-37
4.127209141067671, 3.0021063301572826e-37
4.472522396500152, 2.4550391697620333e-37
4.8467271474449065, 2.1313999222642398e-37
5.25224067299506, 1.8638881583395397e-37
5.691682499933256, 1.6657886686995797e-37
6.167891324289462, 1.5270009260886713e-37
6.683943348683157, 1.4010455185727857e-37
7.243172153905025, 1.2936596302043538e-37
7.8491902331041326, 1.2252004535068153e-37
8.505912327686634, 1.1645776839732362e-37
9.217580715670698, 1.1180437702493977e-37
9.988792615854774, 1.0920098591535376e-37
10.824529884823999, 1.0675491047238444e-37
11.730191198630788, 1.0483755930408103e-37
12.71162692703605, 1.055046830962148e-37
13.77517692559088, 1.0685169322980508e-37
14.92771148968705, 1.0801995300600555e-37
16.17667573513044, 1.1059518786269188e-37
17.530137691925884, 1.1323181725235605e-37
18.996840421948566, 1.1593130484293102e-37
20.586258497170554, 1.2053780697954366e-37
22.308659203279074, 1.2578244701915368e-37
24.175168864048338, 1.3101761731687338e-37
26.197844714905482, 1.3684218454730816e-37
28.389752789977816, 1.425376703403962e-37
30.765052325754308, 1.487395317459762e-37
33.339087226590124, 1.569082356099329e-37
36.128485182900874, 1.6703233310562554e-37
39.151265082328074, 1.7764860761300398e-37
42.426953407727865, 1.8876849810348504e-37
45.97671037388796, 2.009482965155078e-37
49.82346661778803, 2.135266278715762e-37
53.99207132539175, 2.277162093994724e-37
58.509452751836875, 2.439515545665928e-37
63.40479217194753, 2.608712013497832e-37
68.70971238475047, 2.7896433705693855e-37
74.4584819896922, 2.9858279737257356e-37
80.68823675413573, 3.192914806029639e-37
87.43921950212155, 3.4298696772214413e-37
94.7550400740206, 3.6977887639022628e-37
102.68295703636053, 3.979417287819709e-37
111.27418296160815, 4.286377475781755e-37
120.58421524994564, 4.637982286838139e-37
130.6731946300791, 4.991217203377576e-37
141.60629365490848, 5.366489765196741e-37
153.45413770166186, 5.780444519844683e-37
166.2932611960521, 6.21505638605404e-37
180.20660200757155, 6.682345233004281e-37
195.28403720959795, 7.184767931189649e-37
211.62296366521244, 7.71097837091406e-37
229.32892718917347, 8.320846543423662e-37
248.51630435030435, 9.036086423644651e-37
269.3090413185723, 9.812806597197435e-37
291.84145452966055, 1.065629176166766e-36
316.2590983391328, 1.1582772169432826e-36
342.7197052710543, 1.2589802731526573e-36
371.394204934862, 1.3671991779324813e-36
402.4678281924506, 1.4753321831095498e-36
436.1413037081654, 1.5920175243305192e-36
472.63215461112446, 1.705522637066119e-36
512.1761036460446, 1.8420824448982527e-36
555.0285958895037, 1.9895764852699375e-36
601.4664488680771, 2.1391659409356153e-36
651.7896407377086, 2.318837113472809e-36
706.323248075592, 2.5158778879148065e-36
765.4195458022263, 2.729661997439298e-36
829.4602827987152, 2.9642971526369754e-36
898.8591479192431, 3.21910097930617e-36
955.4481093503574, 3.418101469720398e-36
1000, 3.604085886843847e-36
